 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label,source_file
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv
53,3412097,2,2,86,175,45,41,43.0,2.828427125,118,57,87.5,43.13351365,76.49254989,1.172299615,1137365.667,1810783.418,3227092,31515,3258607,3258607.0,0.0,3258607,3258607,3380582,3380582.0,0.0,3380582,3380582,0,0,0,0,64,52,0.586149808,0.586149808,41,118,61.2,32.31408362,1044.2,0,0,0,0,0,0,0,0,1,76.5,43.0,87.5,64,0,0,0,0,0,0,2,86,2,175,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv
80,361803,4,6,666,11595,333,0,166.5,192.2576396,5792,0,1932.5,2181.008184,33888.60789,27.6393507,40200.33333,78462.56639,210993,6,222999,74333.0,118502.8722,210993,6,361731,72346.2,103294.2325,222965,50,0,0,0,0,136,200,11.05574028,16.58361042,0,5792,1114.636364,1809.600579,3274654.255,0,0,0,1,0,0,0,0,1,1226.1,166.5,1932.5,136,0,0,0,0,0,0,4,666,6,11595,29200,235,2,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv
80,100677663,4,5,400,11595,394,0,100.0,196.0204071,8688,0,2319.0,3774.237539,119.1426146,0.089394209,12600000.0,35500000.0,101000000,12,101000000,33500000.0,58000000.0,101000000,1971,138462,34615.5,59521.92263,123282,84,0,0,0,0,124,168,0.039730759,0.049663449,0,8688,1200.1,2781.310421,7735687.656,1,0,0,0,0,0,0,0,1,1333.444444,100.0,2319.0,124,0,0,0,0,0,0,4,400,5,11595,0,235,1,20,0.0,0.0,0,0,101000000.0,0.0,101000000,101000000,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv
80,25274,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,474.7962333,79.13270555,25274.0,0.0,25274,25274,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,39.56635277,39.56635277,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,16425,1013,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv
53,137885,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,2045.18258,29.00968198,45961.66667,79562.91187,137833,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,64,14.50484099,14.50484099,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,64,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv
53,51839,2,2,74,178,37,37,37.0,0.0,89,89,89.0,0.0,4861.204884,77.16198229,17279.66667,29925.79657,51835,0,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,0,0,64,64,38.58099115,38.58099115,37,89,57.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,72.25,37.0,89.0,64,0,0,0,0,0,0,2,74,2,178,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv
80,393925,3,4,1038,297,1038,0,346.0,599.2895794,297,0,74.25,148.5,3388.969982,17.76988005,65654.16667,137331.0041,345008,4,368882,184441.0,227076.0291,345008,23874,370141,123380.3333,212580.4771,368846,4,0,0,0,0,104,136,7.61566288,10.15421717,0,1038,166.875,367.0100962,134696.4107,0,0,0,1,0,0,0,0,1,190.7142857,346.0,74.25,104,0,0,0,0,0,0,3,1038,4,297,29200,61,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv
53,192,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,1656250.0,20833.33333,64.0,105.6550993,186,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10416.66667,10416.66667,34,125,70.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,64,0,0,0,0,0,0,2,68,2,250,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv
443,115702237,22,18,1253,5754,865,0,56.95454545,187.9831495,2043,0,319.6666667,637.3062797,60.56062684,0.34571501,2966724.026,4545752.985,10000000,3,116000000,5509630.333,4988669.775,10000000,3,111000000,6507498.235,4938221.993,10100000,49,0,0,0,0,712,584,0.190143255,0.155571754,0,2043,170.902439,457.1654955,209000.2902,0,0,0,1,0,0,0,0,0,175.175,56.95454545,319.6666667,712,0,0,0,0,0,0,22,1253,18,5754,29200,129,4,32,42270.08333,35886.843,155938,30915,9599582.75,1434767.836,10000000,5043616,BENIGN,Wednesday-workingHours.pcap_ISCX.csv
443,115410278,25,21,783,9409,399,0,31.32,90.91283371,1418,0,448.047619,635.3522233,88.31102547,0.398578019,2564672.844,4335727.329,10000000,1,115000000,4808761.583,5003200.516,10100000,1,111000000,5543058.0,5110676.124,10100000,48,0,0,0,0,808,680,0.216618489,0.181959531,0,1418,216.8510638,473.2374612,223953.6947,0,0,0,1,0,0,0,0,0,221.5652174,31.32,448.047619,808,0,0,0,0,0,0,25,783,21,9409,29200,357,4,32,66018.90909,98682.90876,363559,36186,10000000.0,7354.753094,10000000,9999525,BENIGN,Wednesday-workingHours.pcap_ISCX.csv
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv
